68.6603 55 5
63.6603 46.3397 10
46.3397 56.3397 10
51.3397 65 5

68.6603 55 5
73.6603 63.6603 10
56.3397 73.6603 10
51.3397 65 5

68.6603 55 5
73.6603 63.6603 5
56.3397 73.6603 5
51.3397 65 5

68.6603 55 5
73.6603 63.6603 0
56.3397 73.6603 0
51.3397 65 5

68.6603 55 5
63.6603 46.3397 0
46.3397 56.3397 0
51.3397 65 5

68.6603 55 5
63.6603 46.3397 10
46.3397 56.3397 10
51.3397 65 5

